Edition,Name,Footnote,Type,Designation,d,W,A,tw,tw/2,bf,tf,T,k,k1,bf/2tf,h/tw,Fy''',X1,X2x10^6,Ix,Zx,Sx,rx,y,yp,Iy,Zy,Sy,ry,x,xp,rz,maxf,Grip,eo,Qs36,Qs50,Qs36c,Qs50c,Qs36s,Qs50s,Astem,tan(alpha),twstem,twstem/2,OD,ID,twall,J,t,Iy',Sy',ry',sched,Anet36,d1A36,IxA36,SxA36,rxA36,y1A36,ryA36,AnetASTM,d1ASTM,IxASTM,SxASTM,rxASTM,y1ASTM,ryASTM,d/t,ry0,ry1_4,ry3_8,ry1_2,ry5_8,ry3_4,d/Af,rT,Fy'',Cw,Fy',Cc50',Cc36',a,Wno,Sw,Qf,Qw,B,Ht / t,Ht,tnom,tdes,b / t,C,ro,H,ddet,bfdet,twdet,tfdet,kdes,kdet,B/t,Sz,Qs
13th,W33X387,0,W,W33X387,36,387,114,1.26,  5/8 ,16.2,2.28,0,0,1  7/16,3.55,23.7,0,0,0,24300,1560,1350,14.6,0,0,1620,312,200,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459000,0,0,0,0,137,1260,287,778,0,0,0,0,0,0,0,0,0,36,16  1/4 ,1  1/4 ,2  1/4 ,3.07,3  3/16,0,0,0
13th,W33X354,0,W,W33X354,35.6,354,104,1.16,  5/8 ,16.1,2.09,0,0,1  3/8 ,3.85,25.7,0,0,0,22000,1420,1240,14.5,0,0,1460,282,181,3.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408000,0,0,0,0,135,1130,262,707,0,0,0,0,0,0,0,0,0,35  1/2 ,16  1/8 ,1  3/16,2  1/16,2.88,2 15/16,0,0,0
13th,W33X318,0,W,W33X318,35.2,318,93.6,1.04,  9/16,16,1.89,0,0,1  5/16,4.23,28.7,0,0,0,19500,1270,1110,14.5,0,0,1290,250,161,3.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357000,0,0,0,0,133,1010,235,632,0,0,0,0,0,0,0,0,0,35  1/8 ,16,1  1/16,1  7/8 ,2.68,2  3/4 ,0,0,0
13th,W33X291,0,W,W33X291,34.8,291,85.7,0.96,  1/2 ,15.9,1.73,0,0,1  5/16,4.6,31,0,0,0,17700,1160,1020,14.4,0,0,1160,226,146,3.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319000,0,0,0,0,131,904,214,573,0,0,0,0,0,0,0,0,0,34  7/8 ,15  7/8 , 15/16,1  3/4 ,2.52,2  5/8 ,0,0,0
13th,W33X263,0,W,W33X263,34.5,263,77.5,0.87,  7/16,15.8,1.57,0,0,1  1/4 ,5.03,34.3,0,0,0,15900,1040,919,14.3,0,0,1040,202,131,3.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281000,0,0,0,0,130,807,193,515,0,0,0,0,0,0,0,0,0,34  1/2 ,15  3/4 ,  7/8 ,1  9/16,2.36,2  7/16,0,0,0
13th,W33X241,0,W,W33X241,34.2,241,71,0.83,  7/16,15.9,1.4,0,0,1  1/4 ,5.66,35.9,0,0,0,14200,940,831,14.1,0,0,933,182,118,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251000,0,0,0,0,130,726,173,467,0,0,0,0,0,0,0,0,0,34  1/8 ,15  7/8 , 13/16,1  3/8 ,2.19,2  1/4 ,0,0,0
13th,W33X221,0,W,W33X221,33.9,221,65.2,0.775,  3/8 ,15.8,1.28,0,0,1  3/16,6.2,38.5,0,0,0,12900,857,759,14.1,0,0,840,164,106,3.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224000,0,0,0,0,129,647,156,423,0,0,0,0,0,0,0,0,0,33  7/8 ,15  3/4 ,  3/4 ,1  1/4 ,2.06,2  1/8 ,0,0,0
13th,W33X201,0,W,W33X201,33.7,201,59.2,0.715,  3/8 ,15.7,1.15,0,0,1  3/16,6.85,41.7,0,0,0,11600,773,686,14,0,0,749,147,95.2,3.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198000,0,0,0,0,128,577,140,382,0,0,0,0,0,0,0,0,0,33  5/8 ,15  3/4 , 11/16,1  1/8 ,1.94,2,0,0,0
13th,W33X169,0,W,W33X169,33.8,169,49.5,0.67,  3/8 ,11.5,1.22,0,0,1  3/16,4.71,44.7,0,0,0,9290,629,549,13.7,0,0,310,84.4,53.9,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82400,0,0,0,0,93.7,329,108,311,0,0,0,0,0,0,0,0,0,33  7/8 ,11  1/2 , 11/16,1  1/4 ,1.92,2  1/8 ,0,0,0
13th,W33X152,0,W,W33X152,33.5,152,44.8,0.635,  5/16,11.6,1.06,0,0,1  1/8 ,5.48,47.2,0,0,0,8160,559,487,13.5,0,0,273,73.9,47.2,2.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71700,0,0,0,0,94.1,289,94.3,278,0,0,0,0,0,0,0,0,0,33  1/2 ,11  5/8 ,  5/8 ,1  1/16,1.76,1 15/16,0,0,0
13th,W33X141,0,W,W33X141,33.3,141,41.6,0.605,  5/16,11.5,0.96,0,0,1  1/8 ,6.01,49.6,0,0,0,7450,514,448,13.4,0,0,246,66.9,42.7,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64400,0,0,0,0,93,257,84.6,253,0,0,0,0,0,0,0,0,0,33  1/4 ,11  1/2 ,  5/8 , 15/16,1.66,1 13/16,0,0,0
13th,W33X130,0,W,W33X130,33.1,130,38.3,0.58,  5/16,11.5,0.855,0,0,1  1/8 ,6.73,51.7,0,0,0,6710,467,406,13.2,0,0,218,59.5,37.9,2.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56600,0,0,0,0,92.7,228,75.3,230,0,0,0,0,0,0,0,0,0,33  1/8 ,11  1/2 ,  9/16,  7/8 ,1.56,1  3/4 ,0,0,0
13th,W33X118,0,W,W33X118,32.9,118,34.7,0.55,  5/16,11.5,0.74,0,0,1  1/8 ,7.76,54.5,0,0,0,5900,415,359,13,0,0,187,51.3,32.6,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48300,0,0,0,0,92.5,197,65.1,205,0,0,0,0,0,0,0,0,0,32  7/8 ,11  1/2 ,  9/16,  3/4 ,1.44,1  5/8 ,0,0,0
13th,W30X391,0,W,W30X391,33.2,391,115,1.36, 11/16,15.6,2.44,0,0,1  1/2 ,3.19,19.7,0,0,0,20700,1450,1250,13.4,0,0,1550,310,198,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366000,0,0,0,0,120,1140,267,722,0,0,0,0,0,0,0,0,0,33  1/4 ,15  5/8 ,1  3/8 ,2  7/16,3.23,3  3/8 ,0,0,0
13th,W30X357,0,W,W30X357,32.8,357,105,1.24,  5/8 ,15.5,2.24,0,0,1  7/16,3.45,21.6,0,0,0,18700,1320,1140,13.3,0,0,1390,279,179,3.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324000,0,0,0,0,118,1030,244,655,0,0,0,0,0,0,0,0,0,32  3/4 ,15  1/2 ,1  1/4 ,2  1/4 ,3.03,3  1/8 ,0,0,0
13th,W30X326,0,W,W30X326,32.4,326,95.8,1.14,  9/16,15.4,2.05,0,0,1  3/8 ,3.75,23.4,0,0,0,16800,1190,1040,13.2,0,0,1240,252,162,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287000,0,0,0,0,117,922,222,593,0,0,0,0,0,0,0,0,0,32  3/8 ,15  3/8 ,1  1/8 ,2  1/16,2.84,2 15/16,0,0,0
13th,W30X292,0,W,W30X292,32,292,85.9,1.02,  1/2 ,15.3,1.85,0,0,1  5/16,4.12,26.2,0,0,0,14900,1060,930,13.2,0,0,1100,223,144,3.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,115,816,199,529,0,0,0,0,0,0,0,0,0,32,15  1/4 ,1,1  7/8 ,2.64,2  3/4 ,0,0,0
13th,W30X261,0,W,W30X261,31.6,261,76.9,0.93,  1/2 ,15.2,1.65,0,0,1  5/16,4.59,28.7,0,0,0,13100,943,829,13.1,0,0,959,196,127,3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215000,0,0,0,0,114,714,176,469,0,0,0,0,0,0,0,0,0,31  5/8 ,15  1/8 , 15/16,1  5/8 ,2.44,2  9/16,0,0,0
13th,W30X235,0,W,W30X235,31.3,235,69.2,0.83,  7/16,15.1,1.5,0,0,1  1/4 ,5.02,32.2,0,0,0,11700,847,748,13,0,0,855,175,114,3.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000,0,0,0,0,112,637,159,421,0,0,0,0,0,0,0,0,0,31  1/4 ,15, 13/16,1  1/2 ,2.29,2  3/8 ,0,0,0
13th,W30X211,0,W,W30X211,30.9,211,62.2,0.775,  3/8 ,15.1,1.32,0,0,1  3/16,5.74,34.5,0,0,0,10300,751,665,12.9,0,0,757,155,100,3.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166000,0,0,0,0,112,556,140,372,0,0,0,0,0,0,0,0,0,31,15  1/8 ,  3/4 ,1  5/16,2.1,2  1/4 ,0,0,0
13th,W30X191,0,W,W30X191,30.7,191,56.3,0.71,  3/8 ,15,1.19,0,0,1  3/16,6.35,37.7,0,0,0,9200,675,600,12.8,0,0,673,138,89.5,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146000,0,0,0,0,111,494,125,335,0,0,0,0,0,0,0,0,0,30  5/8 ,15, 11/16,1  3/16,1.97,2  1/16,0,0,0
13th,W30X173,0,W,W30X173,30.4,173,51,0.655,  5/16,15,1.07,0,0,1  1/8 ,7.04,40.8,0,0,0,8230,607,541,12.7,0,0,598,123,79.8,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129000,0,0,0,0,110,441,113,301,0,0,0,0,0,0,0,0,0,30  1/2 ,15,  5/8 ,1  1/16,1.85,2,0,0,0
13th,W30X148,0,W,W30X148,30.7,148,43.5,0.65,  5/16,10.5,1.18,0,0,1  1/8 ,4.44,41.6,0,0,0,6680,500,436,12.4,0,0,227,68,43.3,2.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49400,0,0,0,0,77.5,240,85.8,248,0,0,0,0,0,0,0,0,0,30  5/8 ,10  1/2 ,  5/8 ,1  3/16,1.83,2  1/16,0,0,0
13th,W30X132,0,W,W30X132,30.3,132,38.9,0.615,  5/16,10.5,1,0,0,1  1/8 ,5.27,43.9,0,0,0,5770,437,380,12.2,0,0,196,58.4,37.2,2.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42100,0,0,0,0,76.9,202,72.4,215,0,0,0,0,0,0,0,0,0,30  1/4 ,10  1/2 ,  5/8 ,1,1.65,1  7/8 ,0,0,0
13th,W30X124,0,W,W30X124,30.2,124,36.5,0.585,  5/16,10.5,0.93,0,0,1  1/8 ,5.65,46.2,0,0,0,5360,408,355,12.1,0,0,181,54,34.4,2.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38600,0,0,0,0,76.8,188,67.5,202,0,0,0,0,0,0,0,0,0,30  1/8 ,10  1/2 ,  9/16, 15/16,1.58,1 13/16,0,0,0
13th,W30X116,0,W,W30X116,30,116,34.2,0.565,  5/16,10.5,0.85,0,0,1  1/8 ,6.17,47.8,0,0,0,4930,378,329,12,0,0,164,49.2,31.3,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34900,0,0,0,0,76.5,171,61.5,187,0,0,0,0,0,0,0,0,0,30,10  1/2 ,  9/16,  7/8 ,1.5,1  3/4 ,0,0,0
13th,W30X108,0,W,W30X108,29.8,108,31.7,0.545,  5/16,10.5,0.76,0,0,1  1/8 ,6.89,49.6,0,0,0,4470,346,299,11.9,0,0,146,43.9,27.9,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30900,0,0,0,0,76.2,152,54.9,170,0,0,0,0,0,0,0,0,0,29  7/8 ,10  1/2 ,  9/16,  3/4 ,1.41,1 11/16,0,0,0
13th,W30X99,0,W,W30X99,29.7,99,29.1,0.52,  1/4 ,10.5,0.67,0,0,1  1/16,7.8,51.9,0,0,0,3990,312,269,11.7,0,0,128,38.6,24.5,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26800,0,0,0,0,76.2,134,48.5,154,0,0,0,0,0,0,0,0,0,29  5/8 ,10  1/2 ,  1/2 , 11/16,1.32,1  9/16,0,0,0
13th,W30X90,0,W,W30X90,29.5,90,26.4,0.47,  1/4 ,10.4,0.61,0,0,1  1/16,8.52,57.5,0,0,0,3610,283,245,11.7,0,0,115,34.7,22.1,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,75.1,119,43.7,139,0,0,0,0,0,0,0,0,0,29  1/2 ,10  3/8 ,  1/2 ,  5/8 ,1.26,1  1/2 ,0,0,0
13th,W27X539,0,W,W27X539,32.5,539,159,1.97,1,15.3,3.54,0,0,1 13/16,2.15,12.1,0,0,0,25600,1890,1570,12.7,0,0,2110,437,277,3.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443000,0,0,0,0,111,1500,342,943,0,0,0,0,0,0,0,0,0,32  1/2 ,15  1/4 ,2,3  9/16,4.33,4  7/16,0,0,0
13th,W27X368,0,W,W27X368,30.4,368,108,1.38, 11/16,14.7,2.48,0,0,1  1/2 ,2.96,17.3,0,0,0,16200,1240,1060,12.2,0,0,1310,279,179,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255000,0,0,0,0,103,935,231,621,0,0,0,0,0,0,0,0,0,30  3/8 ,14  5/8 ,1  3/8 ,2  1/2 ,3.27,3  3/8 ,0,0,0
13th,W27X336,0,W,W27X336,30,336,98.9,1.26,  5/8 ,14.6,2.28,0,0,1  7/16,3.19,18.9,0,0,0,14600,1130,972,12.1,0,0,1180,252,162,3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226000,0,0,0,0,101,842,211,563,0,0,0,0,0,0,0,0,0,30,14  1/2 ,1  1/4 ,2  1/4 ,3.07,3  3/16,0,0,0
13th,W27X307,0,W,W27X307,29.6,307,90.4,1.16,  5/8 ,14.4,2.09,0,0,1  7/16,3.46,20.6,0,0,0,13100,1030,887,12,0,0,1050,227,146,3.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199000,0,0,0,0,99,745,190,508,0,0,0,0,0,0,0,0,0,29  5/8 ,14  1/2 ,1  3/16,2  1/16,2.88,3,0,0,0
13th,W27X281,0,W,W27X281,29.3,281,82.9,1.06,  9/16,14.4,1.93,0,0,1  3/8 ,3.72,22.5,0,0,0,11900,936,814,12,0,0,953,206,133,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178000,0,0,0,0,98.5,685,176,466,0,0,0,0,0,0,0,0,0,29  1/4 ,14  3/8 ,1  1/16,1 15/16,2.72,2 13/16,0,0,0
13th,W27X258,0,W,W27X258,29,258,76,0.98,  1/2 ,14.3,1.77,0,0,1  5/16,4.03,24.4,0,0,0,10800,852,745,11.9,0,0,859,187,120,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159000,0,0,0,0,97.3,616,160,424,0,0,0,0,0,0,0,0,0,29,14  1/4 ,1,1  3/4 ,2.56,2 11/16,0,0,0
13th,W27X235,0,W,W27X235,28.7,235,69.4,0.91,  1/2 ,14.2,1.61,0,0,1  5/16,4.41,26.2,0,0,0,9700,772,677,11.8,0,0,769,168,108,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141000,0,0,0,0,96.2,550,145,384,0,0,0,0,0,0,0,0,0,28  5/8 ,14  1/4 , 15/16,1  5/8 ,2.4,2  1/2 ,0,0,0
13th,W27X217,0,W,W27X217,28.4,217,64,0.83,  7/16,14.1,1.5,0,0,1  1/4 ,4.71,28.7,0,0,0,8910,711,627,11.8,0,0,704,154,100,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128000,0,0,0,0,94.8,501,134,351,0,0,0,0,0,0,0,0,0,28  3/8 ,14  1/8 , 13/16,1  1/2 ,2.29,2  3/8 ,0,0,0
13th,W27X194,0,W,W27X194,28.1,194,57.2,0.75,  3/8 ,14,1.34,0,0,1  3/16,5.24,31.8,0,0,0,7860,631,559,11.7,0,0,619,136,88.1,3.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111000,0,0,0,0,93.7,439,119,312,0,0,0,0,0,0,0,0,0,28  1/8 ,14,  3/4 ,1  5/16,2.13,2  1/4 ,0,0,0
13th,W27X178,0,W,W27X178,27.8,178,52.5,0.725,  3/8 ,14.1,1.19,0,0,1  3/16,5.92,32.9,0,0,0,7020,570,505,11.6,0,0,555,122,78.8,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98400,0,0,0,0,93.8,393,106,282,0,0,0,0,0,0,0,0,0,27  3/4 ,14  1/8 ,  3/4 ,1  3/16,1.98,2  1/16,0,0,0
13th,W27X161,0,W,W27X161,27.6,161,47.6,0.66,  3/8 ,14,1.08,0,0,1  3/16,6.49,36.1,0,0,0,6310,515,458,11.5,0,0,497,109,70.9,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87300,0,0,0,0,92.8,351,95.5,254,0,0,0,0,0,0,0,0,0,27  5/8 ,14, 11/16,1  1/16,1.87,2,0,0,0
13th,W27X146,0,W,W27X146,27.4,146,43.1,0.605,  5/16,14,0.975,0,0,1  1/8 ,7.16,39.4,0,0,0,5660,464,414,11.5,0,0,443,97.7,63.5,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77200,0,0,0,0,92.5,316,86.3,229,0,0,0,0,0,0,0,0,0,27  3/8 ,14,  5/8 ,1,1.76,1  7/8 ,0,0,0
13th,W27X129,0,W,W27X129,27.6,129,37.8,0.61,  5/16,10,1.1,0,0,1  1/8 ,4.55,39.7,0,0,0,4760,395,345,11.2,0,0,184,57.6,36.8,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32500,0,0,0,0,66.3,182,68.4,195,0,0,0,0,0,0,0,0,0,27  5/8 ,10,  5/8 ,1  1/8 ,1.7,2,0,0,0
13th,W27X114,0,W,W27X114,27.3,114,33.5,0.57,  5/16,10.1,0.93,0,0,1  1/8 ,5.41,42.5,0,0,0,4080,343,299,11,0,0,159,49.3,31.5,2.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27600,0,0,0,0,66.6,156,58.4,170,0,0,0,0,0,0,0,0,0,27  1/4 ,10  1/8 ,  9/16, 15/16,1.53,1 13/16,0,0,0
13th,W27X102,0,W,W27X102,27.1,102,30,0.515,  1/4 ,10,0.83,0,0,1  1/16,6.03,47.1,0,0,0,3620,305,267,11,0,0,139,43.4,27.8,2.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24000,0,0,0,0,65.7,136,51.7,151,0,0,0,0,0,0,0,0,0,27  1/8 ,10,  1/2 , 13/16,1.43,1  3/4 ,0,0,0
13th,W27X94,0,W,W27X94,26.9,94,27.7,0.49,  1/4 ,10,0.745,0,0,1  1/16,6.7,49.5,0,0,0,3270,278,243,10.9,0,0,124,38.8,24.8,2.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21300,0,0,0,0,65.4,122,46.3,137,0,0,0,0,0,0,0,0,0,26  7/8 ,10,  1/2 ,  3/4 ,1.34,1  5/8 ,0,0,0
13th,W27X84,0,W,W27X84,26.7,84,24.8,0.46,  1/4 ,10,0.64,0,0,1  1/16,7.78,52.7,0,0,0,2850,244,213,10.7,0,0,106,33.2,21.2,2.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17900,0,0,0,0,65.2,104,39.8,121,0,0,0,0,0,0,0,0,0,26  3/4 ,10,  7/16,  5/8 ,1.24,1  9/16,0,0,0
13th,W24X370,0,W,W24X370,28,370,109,1.52,  3/4 ,13.7,2.72,0,0,1  9/16,2.51,14.2,0,0,0,13400,1130,957,11.1,0,0,1160,267,170,3.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186000,0,0,0,0,86.6,807,209,568,0,0,0,0,0,0,0,0,0,28,13  5/8 ,1  1/2 ,2  3/4 ,3.22,3  5/8 ,0,0,0
13th,W24X335,0,W,W24X335,27.5,335,98.4,1.38, 11/16,13.5,2.48,0,0,1  1/2 ,2.73,15.6,0,0,0,11900,1020,864,11,0,0,1030,238,152,3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161000,0,0,0,0,84.4,707,188,506,0,0,0,0,0,0,0,0,0,27  1/2 ,13  1/2 ,1  3/8 ,2  1/2 ,2.98,3  3/8 ,0,0,0
